0 qid:301 1:0.765608 2:0.864703 3:0.833480 4:0.500000 5:0.332999 6:1.000000 # cl_0
0 qid:301 1:0.744318 2:0.934011 3:0.900211 4:0.500000 5:1.000000 6:0.497487 # cl_1
0 qid:301 1:0.705600 2:0.871047 3:0.931316 4:0.500000 5:1.000000 6:0.329983 # cl_2
0 qid:301 1:0.834038 2:0.909301 3:0.899740 4:0.750000 5:1.000000 6:0.246231 # cl_3
0 qid:301 1:0.692024 2:0.988226 3:0.769728 4:0.500000 5:0.076460 6:0.497487 # cl_4
0 qid:301 1:0.824200 2:0.899685 3:0.906687 4:0.750000 5:1.000000 6:0.246231 # cl_5
0 qid:301 1:0.702282 2:0.841011 3:0.815120 4:0.500000 5:1.000000 6:1.000000 # cl_6
0 qid:301 1:0.770749 2:0.889402 3:0.888504 4:0.750000 5:0.332999 6:1.000000 # cl_7
2 qid:301 1:0.666764 2:0.793451 3:0.774680 4:0.500000 5:1.000000 6:0.246231 # cl_8
0 qid:301 1:0.701069 2:0.884134 3:0.921151 4:0.750000 5:0.142427 6:0.162479 # cl_9
0 qid:301 1:0.562345 2:0.783912 3:0.844187 4:0.750000 5:1.000000 6:0.246231 # cl_10
0 qid:301 1:0.678738 2:0.828937 3:0.772925 4:0.250000 5:0.008762 6:0.078727 # cl_11
0 qid:301 1:0.771952 2:0.898185 3:0.871530 4:0.750000 5:0.332999 6:1.000000 # cl_12
0 qid:301 1:0.734575 2:0.942195 3:0.928298 4:1.000000 5:1.000000 6:0.497487 # cl_13
0 qid:301 1:0.756423 2:0.888677 3:0.851221 4:0.500000 5:1.000000 6:0.246231 # cl_14
0 qid:301 1:0.779494 2:0.907568 3:0.921588 4:0.750000 5:0.021249 6:0.120603 # cl_15
0 qid:301 1:0.742810 2:0.907920 3:0.868154 4:0.500000 5:0.249624 6:0.054094 # cl_16
0 qid:301 1:0.626962 2:0.853120 3:0.908423 4:0.750000 5:1.000000 6:0.246231 # cl_17
0 qid:301 1:0.702726 2:0.905144 3:0.756679 4:0.500000 5:0.005349 6:0.047871 # cl_18
0 qid:301 1:0.588712 2:0.845201 3:0.903283 4:0.500000 5:0.332999 6:1.000000 # cl_19
1 qid:301 1:0.730489 2:0.892227 3:0.859246 4:0.500000 5:1.000000 6:0.246231 # cl_20
0 qid:301 1:0.715091 2:0.884509 3:0.860888 4:0.500000 5:1.000000 6:0.246231 # cl_21
0 qid:301 1:0.848199 2:0.936882 3:0.873466 4:0.750000 5:0.000403 6:0.038672 # cl_22
0 qid:301 1:0.652736 2:0.934905 3:0.855561 4:0.500000 5:0.076460 6:0.195980 # cl_23
1 qid:301 1:0.633280 2:0.774439 3:0.794909 4:0.750000 5:1.000000 6:0.246231 # cl_24
0 qid:301 1:0.804311 2:0.909666 3:0.854735 4:0.750000 5:0.332999 6:1.000000 # cl_25
0 qid:301 1:0.630571 2:0.832155 3:0.809449 4:1.000000 5:1.000000 6:0.246231 # cl_26
2 qid:301 1:0.708872 2:0.814223 3:0.795330 4:0.750000 5:1.000000 6:0.246231 # cl_27
2 qid:301 1:0.708872 2:0.814223 3:0.795330 4:0.750000 5:1.000000 6:0.246231 # cl_28
0 qid:301 1:0.620694 2:0.798946 3:0.833438 4:1.000000 5:1.000000 6:0.246231 # cl_29
0 qid:301 1:0.768419 2:0.904107 3:0.886209 4:0.750000 5:1.000000 6:0.246231 # cl_30
0 qid:301 1:0.513277 2:0.815039 3:0.829508 4:0.750000 5:1.000000 6:0.246231 # cl_31
0 qid:301 1:0.617191 2:0.850714 3:0.867426 4:0.500000 5:0.124561 6:0.162479 # cl_32
0 qid:301 1:0.713485 2:0.928568 3:0.915849 4:0.750000 5:1.000000 6:0.246231 # cl_33
0 qid:301 1:0.696945 2:0.919743 3:0.920533 4:0.500000 5:0.000452 6:0.038672 # cl_34
0 qid:301 1:0.662327 2:0.893175 3:0.865169 4:0.250000 5:1.000000 6:0.246231 # cl_35
0 qid:301 1:0.766334 2:0.900062 3:0.903884 4:0.750000 5:1.000000 6:0.246231 # cl_36
0 qid:301 1:0.728693 2:0.893078 3:0.929986 4:1.000000 5:1.000000 6:0.246231 # cl_37
0 qid:301 1:0.639151 2:0.820837 3:0.806243 4:0.500000 5:0.008762 6:0.078727 # cl_38
0 qid:301 1:0.557086 2:0.864923 3:0.875936 4:1.000000 5:0.124561 6:0.120603 # cl_39
0 qid:301 1:0.702282 2:0.841011 3:0.815120 4:0.500000 5:1.000000 6:1.000000 # cl_40
0 qid:301 1:0.756423 2:0.888677 3:0.851221 4:0.500000 5:1.000000 6:0.246231 # cl_41
0 qid:301 1:0.699417 2:0.923289 3:0.919543 4:1.000000 5:1.000000 6:0.246231 # cl_42
1 qid:301 1:0.704831 2:0.888045 3:0.930724 4:1.000000 5:1.000000 6:0.246231 # cl_43
0 qid:301 1:0.626621 2:0.860854 3:0.907060 4:0.500000 5:0.142427 6:0.095477 # cl_44
0 qid:301 1:0.737999 2:0.951521 3:0.857020 4:0.750000 5:0.021249 6:0.120603 # cl_45
0 qid:301 1:0.705148 2:0.923538 3:0.892992 4:0.750000 5:0.142427 6:0.095477 # cl_46
0 qid:301 1:0.796787 2:0.888301 3:0.809634 4:0.750000 5:1.000000 6:1.000000 # cl_47
1 qid:301 1:0.765934 2:0.895533 3:0.859180 4:0.750000 5:0.039519 6:0.038672 # cl_48
0 qid:301 1:0.678842 2:0.856571 3:0.852661 4:1.000000 5:1.000000 6:0.246231 # cl_49
0 qid:301 1:0.864672 2:0.944848 3:0.775960 4:0.250000 5:0.002124 6:0.014681 # cl_50
0 qid:301 1:0.827184 2:0.921106 3:0.872116 4:0.750000 5:0.090453 6:0.038672 # cl_51
0 qid:301 1:0.744318 2:0.934011 3:0.900211 4:0.500000 5:1.000000 6:0.497487 # cl_52
0 qid:301 1:0.719717 2:0.919261 3:0.734338 4:0.250000 5:0.005349 6:0.047871 # cl_53
0 qid:301 1:0.589547 2:0.904377 3:0.915611 4:0.750000 5:0.249624 6:0.038672 # cl_54
0 qid:301 1:0.705595 2:0.933472 3:0.750292 4:0.250000 5:0.005349 6:0.047871 # cl_55
0 qid:301 1:0.780905 2:0.847873 3:0.793026 4:0.500000 5:0.332999 6:1.000000 # cl_56
0 qid:301 1:0.650622 2:0.938173 3:0.915195 4:1.000000 5:1.000000 6:0.246231 # cl_57
0 qid:301 1:0.851953 2:0.926100 3:0.895377 4:0.750000 5:1.000000 6:0.246231 # cl_58
0 qid:301 1:0.658173 2:0.865605 3:0.921036 4:0.500000 5:1.000000 6:0.329983 # cl_59
0 qid:301 1:0.744175 2:0.882087 3:0.827416 4:0.750000 5:1.000000 6:0.246231 # cl_60
0 qid:301 1:0.744175 2:0.882087 3:0.827416 4:0.750000 5:1.000000 6:0.246231 # cl_61
1 qid:301 1:0.511688 2:0.787983 3:0.827994 4:1.000000 5:0.124561 6:0.072284 # cl_62
0 qid:301 1:0.624220 2:0.804774 3:0.833916 4:1.000000 5:0.332999 6:1.000000 # cl_63
0 qid:301 1:0.710795 2:0.915527 3:0.872778 4:0.750000 5:0.249624 6:0.038672 # cl_64
2 qid:301 1:0.604577 2:0.843958 3:0.843207 4:0.750000 5:1.000000 6:0.246231 # cl_65
0 qid:301 1:0.690999 2:0.881481 3:0.917740 4:0.500000 5:1.000000 6:0.246231 # cl_66
0 qid:301 1:0.864672 2:0.944848 3:0.775960 4:0.250000 5:0.002124 6:0.014681 # cl_67
0 qid:301 1:0.660600 2:0.908269 3:0.916375 4:0.750000 5:0.007977 6:0.038672 # cl_68
0 qid:301 1:0.566956 2:0.737155 3:0.777921 4:1.000000 5:0.003774 6:0.028476 # cl_69
0 qid:301 1:0.623109 2:0.860315 3:0.869822 4:0.750000 5:1.000000 6:0.246231 # cl_70
0 qid:301 1:0.691107 2:0.891517 3:0.908649 4:0.750000 5:0.090453 6:0.162479 # cl_71
0 qid:301 1:0.667422 2:0.880130 3:0.884105 4:0.500000 5:1.000000 6:0.246231 # cl_72
0 qid:301 1:0.742241 2:0.923974 3:0.927476 4:1.000000 5:1.000000 6:0.246231 # cl_73
1 qid:301 1:0.765934 2:0.895533 3:0.859180 4:0.750000 5:0.039519 6:0.038672 # cl_74
0 qid:301 1:0.682641 2:0.900219 3:0.937280 4:1.000000 5:1.000000 6:0.246231 # cl_75
0 qid:301 1:0.590223 2:0.915781 3:0.907150 4:0.750000 5:0.249624 6:0.038672 # cl_76
0 qid:301 1:0.690286 2:0.882534 3:0.779194 4:0.750000 5:0.005490 6:0.007860 # cl_77
0 qid:301 1:0.697906 2:0.825535 3:0.763476 4:0.500000 5:0.124561 6:0.066762 # cl_78
0 qid:301 1:0.697906 2:0.825535 3:0.763476 4:0.500000 5:0.124561 6:0.066762 # cl_79
0 qid:301 1:0.813098 2:0.925865 3:0.875375 4:0.750000 5:1.000000 6:0.246231 # cl_80
1 qid:301 1:0.735083 2:0.948594 3:0.876810 4:0.750000 5:0.249624 6:0.038672 # cl_81
0 qid:301 1:0.743312 2:0.914298 3:0.941186 4:1.000000 5:1.000000 6:0.246231 # cl_82
0 qid:301 1:0.718809 2:0.900416 3:0.899728 4:0.750000 5:0.090453 6:0.038672 # cl_83
0 qid:301 1:0.696252 2:0.909022 3:0.893243 4:0.750000 5:0.005490 6:0.038672 # cl_84
0 qid:301 1:0.760635 2:0.914283 3:0.938442 4:1.000000 5:1.000000 6:0.246231 # cl_85
0 qid:301 1:0.693926 2:0.915958 3:0.924599 4:0.750000 5:1.000000 6:0.246231 # cl_86
1 qid:301 1:0.655139 2:0.894372 3:0.871167 4:1.000000 5:1.000000 6:0.497487 # cl_87
0 qid:301 1:0.790537 2:0.870135 3:0.819707 4:0.500000 5:1.000000 6:0.246231 # cl_88
0 qid:301 1:0.689503 2:0.969743 3:0.681851 4:0.250000 5:0.076460 6:0.036851 # cl_89
0 qid:301 1:0.732230 2:0.904063 3:0.924330 4:0.750000 5:1.000000 6:0.246231 # cl_90
1 qid:301 1:0.714050 2:0.932707 3:0.911695 4:0.750000 5:1.000000 6:0.246231 # cl_91
0 qid:301 1:0.856288 2:0.956019 3:0.870049 4:0.750000 5:0.002124 6:0.038672 # cl_92
0 qid:301 1:0.627622 2:0.911479 3:0.820532 4:0.500000 5:0.249624 6:0.066762 # cl_93
0 qid:301 1:0.754386 2:0.912529 3:0.936319 4:1.000000 5:1.000000 6:0.246231 # cl_94
0 qid:301 1:0.801283 2:0.913135 3:0.899924 4:0.750000 5:1.000000 6:0.246231 # cl_95
